Check record,Record,Country,State,County,Location,Grid,Trail,Plot,Distance.begining,Side,Transect.length,N.subplots,sampling.protocol,Data(YYYYMMDD),Class,Order,Family,Subfamily,Genus,Taxon,cf,Frequency,LAT,LONG,easting (UTM),northing (UTM),Trophic.group,Observacao.variedade,Observacao,Coletor1,Determinador,Coletor2,Determinador
1422,1422,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,1500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.48666767,-61.01570713,NA,NA,,,,,,,
1423,1423,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.45941926,-61.00676175,NA,NA,,,,,,,
1424,1424,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.45941926,-61.00676175,NA,NA,,,,,,,
1425,1425,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L2,2500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.47762069,-61.02471641,NA,NA,,,,,,,
1426,1426,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.4414365,-61.00675157,NA,NA,,,,,,,
1427,1427,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,1500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.45046301,-61.01579869,NA,NA,,,,,,,
1428,1428,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.4866602,-61.00672108,NA,NA,,,,,,,
1429,1429,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1430,1430,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.4414365,-61.00675157,NA,NA,,,,,,,
1431,1431,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,2500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.46860355,-61.02471575,NA,NA,,,,,,,
1432,1432,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.4414365,-61.00675157,NA,NA,,,,,,,
1433,1433,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1434,1434,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,2500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.48667538,-61.02469369,NA,NA,,,,,,,
1435,1435,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,2500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45951143,-61.02475447,NA,NA,,,,,,,
1436,1436,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,1500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45950164,-61.01578701,NA,NA,,,,,,,
1437,1437,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L2,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.47753531,-61.00672823,NA,NA,,,,,,,
1438,1438,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,2500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.46860355,-61.02471575,NA,NA,,,,,,,
1439,1439,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,3500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.46874553,-61.03374202,NA,NA,,,,,,,
1440,1440,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45044163,-61.00674819,NA,NA,,,,,,,
1441,1441,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,1500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45950164,-61.01578701,NA,NA,,,,,,,
1442,1442,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1443,1443,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45941926,-61.00676175,NA,NA,,,,,,,
1444,1444,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,2500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45951143,-61.02475447,NA,NA,,,,,,,
1445,1445,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.4414365,-61.00675157,NA,NA,,,,,,,
1446,1446,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L2,2500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.47762069,-61.02471641,NA,NA,,,,,,,
1447,1447,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1448,1448,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,1500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.48666767,-61.01570713,NA,NA,,,,,,,
1449,1449,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,1500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.48666767,-61.01570713,NA,NA,,,,,,,
1450,1450,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1451,1451,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,2500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45047852,-61.02471145,NA,NA,,,,,,,
1452,1452,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.4866602,-61.00672108,NA,NA,,,,,,,
1453,1453,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45044163,-61.00674819,NA,NA,,,,,,,
1454,1454,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,3500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45050799,-61.03371357,NA,NA,,,,,,,
1455,1455,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,2500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45047852,-61.02471145,NA,NA,,,,,,,
1456,1456,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,1500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.48666767,-61.01570713,NA,NA,,,,,,,
1457,1457,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,1500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45046301,-61.01579869,NA,NA,,,,,,,
1458,1458,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,1500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.45046301,-61.01579869,NA,NA,,,,,,,
1459,1459,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,2500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,1.48667538,-61.02469369,NA,NA,,,,,,,
1460,1460,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.45941926,-61.00676175,NA,NA,,,,,,,
1461,1461,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1462,1462,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,2500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.45951143,-61.02475447,NA,NA,,,,,,,
1463,1463,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,2500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.44146681,-61.02465846,NA,NA,,,,,,,
1464,1464,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.46862055,-61.00672463,NA,NA,,,,,,,
1465,1465,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,3500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.45953677,-61.03374874,NA,NA,,,,,,,
1466,1466,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1467,1467,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.4414365,-61.00675157,NA,NA,,,,,,,
1468,1468,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1469,1469,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,2500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.44146681,-61.02465846,NA,NA,,,,,,,
1470,1470,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,2500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.45047852,-61.02471145,NA,NA,,,,,,,
1471,1471,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1472,1472,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,2500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.48667538,-61.02469369,NA,NA,,,,,,,
1473,1473,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1474,1474,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1475,1475,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_wheeleri,,1,1.46862055,-61.00672463,NA,NA,,,,,,,
1476,1476,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,2500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_wheeleri,,1,1.48667538,-61.02469369,NA,NA,,,,,,,
1477,1477,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,4500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_wheeleri,,1,1.4595586,-61.04275871,NA,NA,,,,,,,
1478,1478,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,2500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_wheeleri,,1,1.44146681,-61.02465846,NA,NA,,,,,,,
1479,1479,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_wheeleri,,1,1.46862055,-61.00672463,NA,NA,,,,,,,
1480,1480,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,2500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_wheeleri,,1,1.44146681,-61.02465846,NA,NA,,,,,,,
1481,1481,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,4500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_wheeleri,,1,1.4595586,-61.04275871,NA,NA,,,,,,,
1482,1482,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._2,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1483,1483,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._2,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1484,1484,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,4500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._2,,1,1.4595586,-61.04275871,NA,NA,,,,,,,
1485,1485,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._5,,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1486,1486,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._5,,1,1.4866602,-61.00672108,NA,NA,,,,,,,
1487,1487,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._5,,1,1.45941926,-61.00676175,NA,NA,,,,,,,
1488,1488,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,4500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.4595586,-61.04275871,NA,NA,,,,,,,
1489,1489,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.46862055,-61.00672463,NA,NA,,,,,,,
1490,1490,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,4500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.4595586,-61.04275871,NA,NA,,,,,,,
1491,1491,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1492,1492,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,4500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.4595586,-61.04275871,NA,NA,,,,,,,
1493,1493,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1494,1494,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1495,1495,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,1500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.45950164,-61.01578701,NA,NA,,,,,,,
1496,1496,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1497,1497,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,2500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,cf.,1,1.45047852,-61.02471145,NA,NA,,,,,,,
1498,1498,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,3500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,cf.,1,1.45953677,-61.03374874,NA,NA,,,,,,,
1499,1499,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,cf.,1,1.46861878,-61.04273606,NA,NA,,,Dimorfismo?,,,,
1500,1500,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,cf.,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1501,1501,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,cf.,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1502,1502,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,1500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Subulitermes,Subulitermes_sp._1,,1,1.45046301,-61.01579869,NA,NA,,,,,,,
1503,1503,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,1500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Coatitermes,Coatitermes_clevelandi,cf.,1,1.45046301,-61.01579869,NA,NA,,,,,,,
1504,1504,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,2500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Coatitermes,Coatitermes_clevelandi,cf.,1,1.45047852,-61.02471145,NA,NA,,,,,,,
1505,1505,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,2500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Nasutitermitinae,Paraconvexitermes,Paraconvexitermes_sp._1,,1,1.45047852,-61.02471145,NA,NA,,,,,,,
1506,1506,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L1,500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.4866602,-61.00672108,NA,NA,,,,,,,
1507,1507,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.4414365,-61.00675157,NA,NA,,,,,,,
1508,1508,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.46862055,-61.00672463,NA,NA,,,,,,,
1509,1509,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45044163,-61.00674819,NA,NA,,,,,,,
1510,1510,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1511,1511,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L2,1500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.47750838,-61.01579919,NA,NA,,,,,,,
1512,1512,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45941926,-61.00676175,NA,NA,,,,,,,
1513,1513,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,3500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45953677,-61.03374874,NA,NA,,,,,,,
1514,1514,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.46862055,-61.00672463,NA,NA,,,,,,,
1515,1515,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L6,4500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.4414421,-61.04273254,NA,NA,,,,,,,
1516,1516,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,4500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.4595586,-61.04275871,NA,NA,,,,,,,
1517,1517,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,3500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45050799,-61.03371357,NA,NA,,,,,,,
1518,1518,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,3500,130,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45953677,-61.03374874,NA,NA,,,,,,,
1519,1519,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,2500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45047852,-61.02471145,NA,NA,,,,,,,
1520,1520,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,1500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45950164,-61.01578701,NA,NA,,,,,,,
1521,1521,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45941926,-61.00676175,NA,NA,,,,,,,
1522,1522,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L4,2500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45951143,-61.02475447,NA,NA,,,,,,,
1523,1523,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,1500,230,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.46866236,-61.01580683,NA,NA,,,,,,,
1524,1524,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L5,1500,80,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.45046301,-61.01579869,NA,NA,,,,,,,
1525,1525,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L3,4500,180,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.46861878,-61.04273606,NA,NA,,,,,,,
1526,1526,Brasil,Roraima,Caracarai,BR_174,ParnaVirua,L2,1500,30,,250,5,manual,2012,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neotermes_braziliensis,,1,1.47750838,-61.01579919,NA,NA,,,,,,,
